source,target,edge_type,decision_date,fine_amount
The National Supervisory Authority for Personal Data Processing,Romania_38,decided_by,,5000.0
The National Supervisory Authority for Personal Data Processing,Romania_52,decided_by,2025-07-16 00:00:00+00:00,4000.0
The National Supervisory Authority for Personal Data Processing,Romania_54,decided_by,,5000.0
The National Supervisory Authority for Personal Data Processing,Romania_101,decided_by,,0.0
The National Supervisory Authority for Personal Data Processing,Romania_131,decided_by,,2000.0
The National Supervisory Authority for Personal Data Processing,Romania_135,decided_by,,0.0
The National Supervisory Authority for Personal Data Processing,Romania_140,decided_by,,40000.0
The National Supervisory Authority for Personal Data Processing,Romania_163,decided_by,,2000.0
The National Supervisory Authority for Personal Data Processing,Romania_166,decided_by,,15000.0
The National Supervisory Authority for Personal Data Processing,Romania_176,decided_by,,20000.0
A.N.S.P.D.C.P,Romania_41,decided_by,,0.0
A.N.S.P.D.C.P,Romania_62,decided_by,,1000.0
A.N.S.P.D.C.P,Romania_94,decided_by,2024-06-25 00:00:00+00:00,4000.0
A.N.S.P.D.C.P,Romania_113,decided_by,,1500.0
A.N.S.P.D.C.P,Romania_132,decided_by,,2000.0
A.N.S.P.D.C.P,Romania_136,decided_by,2025-03-25 00:00:00+00:00,25000.0
A.N.S.P.D.C.P,Romania_161,decided_by,,5000.0
A.N.S.P.D.C.P,Romania_171,decided_by,,15000.0
A.N.S.P.D.C.P,Romania_177,decided_by,,10000.0
National DPA,Romania_87,decided_by,,1500.0
National Authority,Romania_107,decided_by,,2000.0
Romanian Supervisory Authority,Romania_150,decided_by,,5000.0
National Commission for Data Protection (CNPD),Portugal_11,decided_by,,0.0
Comissão Nacional de Proteção de Dados,Portugal_1,decided_by,2018-10-09 00:00:00+00:00,400000.0
Comissão Nacional de Proteção de Dados,Portugal_3,decided_by,,2000.0
Comissão Nacional de Proteção de Dados,Portugal_5,decided_by,,107000.0
Comissão Nacional de Proteção de Dados,Portugal_10,decided_by,2022-09-14 00:00:00+00:00,170000.0
Comissão Nacional de Proteção de Dados,Portugal_12,decided_by,2024-03-25 00:00:00+00:00,0.0
Comissão Nacional de Proteção de Dados,Portugal_13,decided_by,2024-07-09 00:00:00+00:00,0.0
President of the Office for Personal Data Protection,Poland_1,decided_by,,460000.0
President of the Office for Personal Data Protection,Poland_5,decided_by,2020-07-02 00:00:00+00:00,23256.0
President of the Office for Personal Data Protection,Poland_8,decided_by,,5000.0
President of the Office for Personal Data Protection,Poland_3,decided_by,2020-07-10 00:00:00+00:00,3505.16
President of the Office for Personal Data Protection,Poland_7,decided_by,,3000.0
President of the Office for Personal Data Protection,Poland_10,decided_by,,0.0
President of the Office for Personal Data Protection,Poland_6,decided_by,,85588.0
President of the Office for Personal Data Protection,Poland_12,decided_by,2021-04-27 00:00:00+00:00,5000.0
President of the Office for Personal Data Protection,Poland_16,decided_by,2022-06-06 00:00:00+00:00,15994.0
President of the Office for Personal Data Protection,Poland_19,decided_by,2020-06-30 00:00:00+00:00,0.0
President of the Office for Personal Data Protection,Poland_17,decided_by,,0.0
Comissão Nacional de Proteção de Dados (CNPD),Portugal_4,decided_by,,2000.0
President of the Office for the Protection of Personal Data,Poland_4,decided_by,2020-07-16 00:00:00+00:00,1168.0
President of the Personal Data Protection Office,Poland_2,decided_by,,0.0
President of the Personal Data Protection Office,Poland_9,decided_by,2021-12-01 00:00:00+00:00,18192.0
President of the Personal Data Protection Office,Poland_14,decided_by,2022-07-06 00:00:00+00:00,60000.0
President of the Personal Data Protection Office,Poland_15,decided_by,2020-11-12 00:00:00+00:00,0.0
President of the Personal Data Protection Office,Poland_20,decided_by,2020-08-24 00:00:00+00:00,100000.0
President of the Personal Data Protection Office,Poland_21,decided_by,,576220.0
President of the Personal Data Protection Office,Poland_24,decided_by,,100000.0
President of the Personal Data Protection Office (UODO),Poland_13,decided_by,2021-03-19 00:00:00+00:00,5000.0
President of the Personal Data Protection Office (UODO),Poland_18,decided_by,2022-11-30 00:00:00+00:00,45697.0
President of the Personal Data Protection Office (UODO),Poland_22,decided_by,,1440549.0
