jurisdiction,effect,std_err,tvalue,pvalue,n_obs,dataset,outcome,level,ci_lower,ci_upper,pvalue_fdr
President of the Personal Data Protection Office,-2225251.1754141655,3.438417538912091e-09,-647173052787018.8,0.0,449,time_observed,fine_eur,DPA,-2225251.175414172,-2225251.175414159,0.0
President of the Personal Data Protection Office (UODO),1877119.1069730055,1.4554441365148928e-08,128972253889993.11,0.0,449,time_observed,fine_eur,DPA,1877119.1069729768,1877119.106973034,0.0
Privacy Board,2568795.6266007684,2.4404271992562222e-08,105260080177096.44,0.0,449,time_observed,fine_eur,DPA,2568795.6266007205,2568795.6266008164,0.0
Privacy Policy Board,1813881.127210468,3.190257939753118e-08,56856879959707.5,0.0,449,time_observed,fine_eur,DPA,1813881.1272104054,1813881.1272105307,0.0
Spanish Agency for Data Protection,-2398778.7750045657,2.9624253113064376e-08,-80973476895749.92,0.0,449,time_observed,fine_eur,DPA,-2398778.775004624,-2398778.7750045075,0.0
Spanish Data Protection Agency,-1356514.2985677682,9.98602351343567e-09,-135841288250788.67,0.0,449,time_observed,fine_eur,DPA,-1356514.2985677877,-1356514.2985677486,0.0
Swedish Authority for Privacy Protection (IMY),13114724.268824048,6.84499787839675e-09,1915957389879543.2,0.0,449,time_observed,fine_eur,DPA,13114724.268824035,13114724.268824061,0.0
Swedish Data Protection Authority,-14929581.251556557,2.7502223618536404e-09,-5428499694655261.0,0.0,449,time_observed,fine_eur,DPA,-14929581.251556562,-14929581.251556551,0.0
The Data Protection Authority,6294326.0963293165,2.0723297148256427e-08,303731884521035.06,0.0,449,time_observed,fine_eur,DPA,6294326.0963292755,6294326.0963293575,0.0
DE,-0.222758926567216,0.4804213775018201,-0.4636740515702219,0.6428812907833292,486,time_observed,fine_log1p,Country,-1.1643848264707835,0.7188669733363514,0.650356654629647
ES,-0.636311464898135,0.2132739015134612,-2.983541166465569,0.0028493370298519334,486,time_observed,fine_log1p,Country,-1.054328311864519,-0.21829461793175098,0.003491441149255186
FR,0.34614998247128914,0.4682716522591735,0.7392076389875211,0.4597809229411508,486,time_observed,fine_log1p,Country,-0.5716624559566909,1.263962420899269,0.4696783596385141
GB,0.961295769320239,1.666000468656264e-08,57700810.25820992,0.0,486,time_observed,fine_log1p,Country,0.9612957366666298,0.9612958019738481,0.0
GR,-1.0493372689088176,0.26053496156042394,-4.027625554067732,5.6342981166885617e-05,486,time_observed,fine_log1p,Country,-1.5599857935672485,-0.5386887442503867,7.104115016694274e-05
HU,1.6849295839529927,0.18548400810621854,9.083961475471824,1.0469334661676423e-19,486,time_observed,fine_log1p,Country,1.3213809280648043,2.048478239841181,1.3800486599482559e-19
IE,3.2493791149200137,1.049654343635552,3.0956658585964205,0.001963715139300867,486,time_observed,fine_log1p,Country,1.1920566013943317,5.306701628445696,0.0024119042416824764
IS,1.1672139693835897,0.54191241688098,2.1538793595127097,0.031249634028535523,486,time_observed,fine_log1p,Country,0.10506563229686883,2.2293623064703105,0.03665687407392257
IT,-0.911588380280462,0.036597727720912604,-24.908332758581725,6.043831894545114e-137,486,time_observed,fine_log1p,Country,-0.9833199266134507,-0.8398568339474732,8.110232002448714e-137
LU,-4.309578475109057,2.5809568279517847e-08,-166976000.08013636,0.0,486,time_observed,fine_log1p,Country,-4.309578525695811,-4.309578424522304,0.0
LV,-1.1761076719307566,0.2539514932032755,-4.631229598596379,3.635005029847274e-06,486,time_observed,fine_log1p,Country,-1.6738525986091766,-0.6783627452523366,4.673577895517924e-06
NL,0.12856614183339962,0.2087984212645269,0.615742882799478,0.5380642299210614,486,time_observed,fine_log1p,Country,-0.28067876384507306,0.5378110475118724,0.5485732969117072
NO,0.9418238855605051,0.24240644665721217,3.8853087388898597,0.00010219992565861195,486,time_observed,fine_log1p,Country,0.46670725011236924,1.416940521008641,0.00012855026793685647
PL,-1.018622178837523,0.43983937015133684,-2.315895865545284,0.02056395512974152,486,time_observed,fine_log1p,Country,-1.880707344334143,-0.15653701334090275,0.02434100811275527
PT,1.0998176605900198,1.666000468656264e-08,66015447.25116993,0.0,486,time_observed,fine_log1p,Country,1.0998176279364107,1.099817693243629,0.0
RO,-2.3523910918842628,0.29045390849461517,-8.0990168253421,5.540512189769994e-16,486,time_observed,fine_log1p,Country,-2.9216807525337085,-1.783101431234817,7.248489631729165e-16
SE,1.1133013391428639,0.24808414211048763,4.487595739380391,7.203144521940704e-06,486,time_observed,fine_log1p,Country,0.6270564206063082,1.5995462576794197,9.193255355630924e-06
SI,-0.2620012570580761,0.14397620584105797,-1.8197538650748406,0.06879649632615549,486,time_observed,fine_log1p,Country,-0.5441946205065498,0.020192106390397535,0.07980393573834037
A.N.S.P.D.C.P,-2.6345178366296627,9.179857508179156e-15,-286988968432498.56,0.0,449,time_observed,fine_log1p,DPA,-2.634517836629681,-2.6345178366296444,0.0
A.N.S.P.D.C.P.,-2.4147779134113003,1.2298094820481378e-14,-196353821356922.97,0.0,449,time_observed,fine_log1p,DPA,-2.4147779134113243,-2.4147779134112763,0.0
Agencia Española de Protección de Datos,1.352818354407305,4.979700411972172e-15,271666614954358.6,0.0,449,time_observed,fine_log1p,DPA,1.3528183544072951,1.3528183544073147,0.0
Autoriteit Persoonsgegevens,0.359684540952375,4.338244349103429e-15,82910161809283.48,0.0,449,time_observed,fine_log1p,DPA,0.3596845409523665,0.3596845409523835,0.0
Berlin Commissioner for Data Protection and Freedom of Information,-0.08707610423930534,9.412996746482147e-15,-9250625128692.166,0.0,449,time_observed,fine_log1p,DPA,-0.08707610423932378,-0.0870761042392869,0.0
Comissão Nacional de Proteção de Dados,1.0998176605900194,7.538168705129212e-15,145899846980297.5,0.0,449,time_observed,fine_log1p,DPA,1.0998176605900045,1.0998176605900343,0.0
Commission Nationale de l'Informatique et des Libertés,0.7948798405760136,2.2838715259747334e-15,348040523092369.1,0.0,449,time_observed,fine_log1p,DPA,0.7948798405760091,0.794879840576018,0.0
Commission Nationale de l'Informatique et des Libertés (CNIL),0.1439533951421943,1.5387189727995587e-14,9355405222584.877,0.0,449,time_observed,fine_log1p,DPA,0.14395339514216413,0.14395339514222447,0.0
Commission nationale de l'informatique et des libertés,1.35021613737752,3.9167392034968345e-16,3447296506675904.0,0.0,449,time_observed,fine_log1p,DPA,1.3502161373775194,1.3502161373775208,0.0
Data Protection Authority,3.218403590437752,3.1808484623023378e-15,1011806638568450.1,0.0,449,time_observed,fine_log1p,DPA,3.2184035904377457,3.218403590437758,0.0
Data Protection Commission,2.894287679450549,1.0491265723632931e-15,2758759291484527.0,0.0,449,time_observed,fine_log1p,DPA,2.8942876794505468,2.894287679450551,0.0
Data State Inspectorate,-1.002736340550376,1.37552150598749e-14,-72898630532898.08,0.0,449,time_observed,fine_log1p,DPA,-1.0027363405504028,-1.002736340550349,0.0
Datainspektionen,3.0820527955071175,4.751122680572533e-15,648699897417869.9,0.0,449,time_observed,fine_log1p,DPA,3.082052795507108,3.082052795507127,0.0
Datatilsynet,1.2529754020655282,5.455650558912653e-15,229665626222815.56,0.0,449,time_observed,fine_log1p,DPA,1.2529754020655175,1.2529754020655388,0.0
Dutch Data Protection Authority,0.12101983779555203,8.770476107587631e-15,13798548255647.574,0.0,449,time_observed,fine_log1p,DPA,0.12101983779553484,0.12101983779556923,0.0
Garante per la protezione dei dati personali,-0.8858844296019932,6.759289556537269e-15,-131061766505506.06,0.0,449,time_observed,fine_log1p,DPA,-0.8858844296020064,-0.88588442960198,0.0
Guarantor for the Protection of Personal Data,-2.3990226582220933,9.507022241175123e-15,-252342173749407.38,0.0,449,time_observed,fine_log1p,DPA,-2.399022658222112,-2.3990226582220746,0.0
Information Commissioner,-0.1636917186361626,5.6833020264052495e-15,-28802220588600.215,0.0,449,time_observed,fine_log1p,DPA,-0.16369171863617374,-0.16369171863615148,0.0
Information Commissioner (Slovenia),0.29072223337937375,5.230103027686288e-15,55586330104855.414,0.0,449,time_observed,fine_log1p,DPA,0.2907222333793635,0.290722233379384,0.0
Information Commissioner of the Republic of Slovenia,-1.031645433770645,1.205150524150698e-14,-85603035728476.61,0.0,449,time_observed,fine_log1p,DPA,-1.0316454337706686,-1.0316454337706216,0.0
Information Commissioner's Office,0.9612957693202371,7.460455625687595e-16,1288521529449669.5,0.0,449,time_observed,fine_log1p,DPA,0.9612957693202356,0.9612957693202385,0.0
Integritetsskyddsmyndigheten,1.1973925289795417,3.2266165823956315e-15,371098486108481.6,0.0,449,time_observed,fine_log1p,DPA,1.1973925289795355,1.197392528979548,0.0
Integritetsskyddsmyndigheten (IMY),0.9643607724520291,4.76399790843635e-15,202426783341841.06,0.0,449,time_observed,fine_log1p,DPA,0.9643607724520198,0.9643607724520384,0.0
Integrity Protection Authority,0.6000733537054401,3.560672003172529e-15,168528118616592.56,0.0,449,time_observed,fine_log1p,DPA,0.6000733537054331,0.6000733537054471,0.0
National Authority for Data Protection and Freedom of Information,1.7265216689578664,6.005101592652117e-15,287509152396430.75,0.0,449,time_observed,fine_log1p,DPA,1.7265216689578546,1.7265216689578782,0.0
National Commission for Data Protection,-4.3095784751090775,1.3871784679026332e-14,-310672244042615.06,0.0,449,time_observed,fine_log1p,DPA,-4.309578475109105,-4.30957847510905,0.0
National Commission for Informatics and Freedoms,-1.4158165022875404,2.797670859635602e-15,-506069717747980.94,0.0,449,time_observed,fine_log1p,DPA,-1.415816502287546,-1.4158165022875349,0.0
National Commission for Information Technology and Civil Liberties,-0.9331076748765483,4.371360718180419e-15,-213459317369021.62,0.0,449,time_observed,fine_log1p,DPA,-0.9331076748765569,-0.9331076748765398,0.0
National Commission for Information Technology and Freedoms,1.6277516876797917,5.344405592548021e-15,304571136956642.94,0.0,449,time_observed,fine_log1p,DPA,1.6277516876797813,1.6277516876798022,0.0
National Commission for Information Technology and Liberties,-0.1272467979919507,7.893948896914437e-15,-16119536578414.96,0.0,449,time_observed,fine_log1p,DPA,-0.12724679799196617,-0.12724679799193525,0.0
National Data Protection and Freedom of Information Authority,1.6709609655701274,1.0952850121764947e-16,1.5255946598316714e+16,0.0,449,time_observed,fine_log1p,DPA,1.6709609655701272,1.6709609655701276,0.0
National Supervisory Authority,-1.7648342061034663,3.3356844864884336e-15,-529077079457642.5,0.0,449,time_observed,fine_log1p,DPA,-1.7648342061034727,-1.7648342061034599,0.0
National Supervisory Authority for Personal Data Processing,-4.027083127041422,4.283933503817e-15,-940043332477797.9,0.0,449,time_observed,fine_log1p,DPA,-4.02708312704143,-4.027083127041414,0.0
Norwegian Data Protection Authority,0.4586827597678469,1.3436182417991837e-15,341378782676873.9,0.0,449,time_observed,fine_log1p,DPA,0.4586827597678443,0.4586827597678495,0.0
Personal Data Protection Authority,-0.8581376191104864,5.867598278695006e-17,-1.4625023363074236e+16,0.0,449,time_observed,fine_log1p,DPA,-0.8581376191104865,-0.8581376191104862,0.0
Persónuvernd,0.6845865720046591,9.708387609803656e-15,70514960827620.3,0.0,449,time_observed,fine_log1p,DPA,0.6845865720046401,0.6845865720046781,0.0
President of the Office for Personal Data Protection,-0.2544974374085318,1.2782926982450546e-14,-19909167732705.258,0.0,449,time_observed,fine_log1p,DPA,-0.25449743740855685,-0.2544974374085068,0.0
President of the Personal Data Protection Office,-1.1011182080175843,6.1939131590072256e-15,-177774240572994.1,0.0,449,time_observed,fine_log1p,DPA,-1.1011182080175965,-1.101118208017572,0.0
President of the Personal Data Protection Office (UODO),-2.0776498859758927,5.413276798637568e-15,-383806327158220.1,0.0,449,time_observed,fine_log1p,DPA,-2.0776498859759034,-2.077649885975882,0.0
Privacy Board,0.7243593106569071,4.4618026640739526e-15,162346783395282.2,0.0,449,time_observed,fine_log1p,DPA,0.7243593106568983,0.7243593106569158,0.0
Privacy Policy Board,1.0196188129495152,3.024981616980951e-14,33706611875781.723,0.0,449,time_observed,fine_log1p,DPA,1.0196188129494559,1.0196188129495745,0.0
Spanish Agency for Data Protection,-0.5846530440895452,9.13614390099737e-15,-63993414554878.02,0.0,449,time_observed,fine_log1p,DPA,-0.5846530440895631,-0.5846530440895273,0.0
Spanish Data Protection Agency,-0.8896247922342435,1.5490809871809167e-15,-574291983179795.1,0.0,449,time_observed,fine_log1p,DPA,-0.8896247922342465,-0.8896247922342405,0.0
Swedish Authority for Privacy Protection (IMY),0.5286862305427174,9.383854341694258e-15,56339986885097.25,0.0,449,time_observed,fine_log1p,DPA,0.5286862305426989,0.5286862305427358,0.0
Swedish Data Protection Authority,0.49954000795675224,1.5081194477722997e-14,33123371540274.324,0.0,449,time_observed,fine_log1p,DPA,0.4995400079567227,0.4995400079567818,0.0
The Data Protection Authority,0.6974105570177276,1.2854163409138728e-15,542556162404081.7,0.0,449,time_observed,fine_log1p,DPA,0.697410557017725,0.6974105570177301,0.0
DE,-0.09999999999999573,0.3002745348500941,-0.3330285735016414,0.739112714541875,489,time_observed,fine_positive,Country,-0.6885380883061801,0.4885380883061886,0.7433850423715969
ES,0.13696172248804256,0.09405551893265747,1.4561795420649943,0.14534299338302395,489,time_observed,fine_positive,Country,-0.04738709461996607,0.32131053959605116,0.16351086755590194
FR,0.19449598021026956,0.10081161433280228,1.9293013160982988,0.05369346646512826,489,time_observed,fine_positive,Country,-0.003094783882022889,0.392086744302562,0.06242313918663018
GB,0.6333333333333376,7.450580596923828e-09,85004561.06666724,0.0,489,time_observed,fine_positive,Country,0.6333333187301997,0.6333333479364756,0.0
GR,0.44523809523809876,0.12205079347856809,3.647973786555364,0.000264316597730364,489,time_observed,fine_positive,Country,0.2060185400201053,0.6844576504560922,0.0003308711367272183
HU,0.10500000000000395,0.041620597203383444,2.522789365248902,0.011642811636985226,489,time_observed,fine_positive,Country,0.0234236294813724,0.18657637051863551,0.014101038687949624
IE,-0.11111111111110861,0.06445712525607757,-1.7237987370625423,0.08474418270030795,489,time_observed,fine_positive,Country,-0.23744707661302064,0.015224854390803427,0.0976522370188979
IS,-0.23739495798318913,0.05721774916977401,-4.148974075837922,3.339686250427772e-05,489,time_observed,fine_positive,Country,-0.3495417463559462,-0.12524816961043206,4.2313500551536336e-05
IT,0.37522554605888436,0.009334853986634318,40.19618802780781,0.0,489,time_observed,fine_positive,Country,0.3569292322450811,0.3935218598726876,0.0
LU,0.5000000000000048,1.1780402288468106e-08,42443372.285296,0.0,489,time_observed,fine_positive,Country,0.4999999769104163,0.5000000230895932,0.0
LV,-0.166666666666663,0.36865609403167815,-0.45209253112832454,0.6512023240556986,489,time_observed,fine_positive,Country,-0.8892326109687522,0.5558992776354262,0.6575002188724848
NL,0.3238095238095279,0.14331202838265863,2.2594720587229524,0.0238540364665702,489,time_observed,fine_positive,Country,0.04291794817951694,0.6047010994395388,0.02810791655880281
NO,0.1039682539682579,0.1261454632803703,0.824193365853979,0.4098296959662858,489,time_observed,fine_positive,Country,-0.14327685406126786,0.35121336199778364,0.4194727476360808
PL,0.4226190476190511,0.1250197475938885,3.380418339924008,0.0007237557807610359,489,time_observed,fine_positive,Country,0.17758034233502965,0.6676577529030726,0.0008952618899461155
PT,4.052314039881821e-15,1.1780402288468106e-08,3.4398774682326867e-07,0.9999997255374877,489,time_observed,fine_positive,Country,-2.3089584433083446e-08,2.3089592537711526e-08,0.9999997255374877
RO,0.11111111111111394,0.08411901804458453,1.3208797926317106,0.18654144856419508,489,time_observed,fine_positive,Country,-0.053762164256271755,0.27598438647849965,0.2076218254808312
SE,-0.18650793650793346,0.17582327441999734,-1.0607693271734502,0.2887947448937943,489,time_observed,fine_positive,Country,-0.5311215543711283,0.15810568135526132,0.3187121708975912
SI,-0.055555555555551805,0.06126328726277127,-0.9068327547828475,0.36449524578552617,489,time_observed,fine_positive,Country,-0.1756315985905835,0.06452048747947989,0.3760207871542385
A.N.S.P.D.C.P,-1.0513335468281242e-15,1.1205872308851874e-15,-0.9381987567336838,0.3481422771911977,450,time_observed,fine_positive,DPA,-3.2476845193630914e-15,1.145017425706843e-15,0.36129278070381404
A.N.S.P.D.C.P.,0.3333333333333377,4.7204826399202525e-15,70614248321643.86,0.0,450,time_observed,fine_positive,DPA,0.33333333333332843,0.33333333333334697,0.0
Agencia Española de Protección de Datos,0.250549450549449,1.6463091469872448e-15,152188579531344.97,0.0,450,time_observed,fine_positive,DPA,0.2505494505494458,0.2505494505494522,0.0
Autoriteit Persoonsgegevens,0.31060606060606094,4.105919243477207e-16,756483608632828.2,0.0,450,time_observed,fine_positive,DPA,0.31060606060606016,0.3106060606060617,0.0
Berlin Commissioner for Data Protection and Freedom of Information,-0.6666666666666667,1.1655512691156186e-16,-5719754114055499.0,0.0,450,time_observed,fine_positive,DPA,-0.666666666666667,-0.6666666666666665,0.0
Comissão Nacional de Proteção de Dados,-3.296885808217725e-16,3.8851708970538025e-16,-0.8485819274302231,0.39611396681242805,450,time_observed,fine_positive,DPA,-1.0911820766443178e-15,4.3180491500077283e-16,0.4062308264756138
Commission Nationale de l'Informatique et des Libertés,0.37346101231190304,1.5837784892107077e-15,235803816541302.53,0.0,450,time_observed,fine_positive,DPA,0.37346101231189993,0.37346101231190615,0.0
Commission Nationale de l'Informatique et des Libertés (CNIL),-0.04347826086956616,1.0033876142825673e-15,-43331470561009.05,0.0,450,time_observed,fine_positive,DPA,-0.043478260869568124,-0.043478260869564196,0.0
Commission nationale de l'informatique et des libertés,0.52,4.8953153303015225e-17,1.0622400497497086e+16,0.0,450,time_observed,fine_positive,DPA,0.5199999999999999,0.5200000000000001,0.0
Data Protection Authority,-0.04521477015825231,6.52328830581516e-16,-69312849652752.24,0.0,450,time_observed,fine_positive,DPA,-0.045214770158253585,-0.04521477015825103,0.0
Data Protection Commission,-0.1999999999999991,9.615797970207875e-16,-207991058692839.28,0.0,450,time_observed,fine_positive,DPA,-0.20000000000000098,-0.1999999999999972,0.0
Data State Inspectorate,0.5000000000000001,5.827756345575237e-17,8579631171087454.0,0.0,450,time_observed,fine_positive,DPA,0.5,0.5000000000000002,0.0
Datainspektionen,0.7499999999999983,1.8138891625619344e-15,413476201015887.56,0.0,450,time_observed,fine_positive,DPA,0.7499999999999948,0.7500000000000019,0.0
Datatilsynet,0.2530562347188267,3.7830545470703585e-16,668920396389199.4,0.0,450,time_observed,fine_positive,DPA,0.253056234718826,0.25305623471882743,0.0
Dutch Data Protection Authority,0.6666666666666675,8.602878414904797e-16,774934428355564.6,0.0,450,time_observed,fine_positive,DPA,0.6666666666666659,0.6666666666666692,0.0
Garante per la protezione dei dati personali,0.3686676568971981,1.0226600799450536e-15,360498726924987.8,0.0,450,time_observed,fine_positive,DPA,0.3686676568971961,0.3686676568972001,0.0
Guarantor for the Protection of Personal Data,0.7547169811320767,1.286504702703622e-15,586641447595193.4,0.0,450,time_observed,fine_positive,DPA,0.7547169811320742,0.7547169811320793,0.0
Information Commissioner,1.262802585686885e-16,1.3459862066787389e-16,0.9381987567338362,0.34814227719111945,450,time_observed,fine_positive,DPA,-1.375330379403443e-16,3.9009355507772133e-16,0.36129278070381404
Information Commissioner (Slovenia),-0.3684210526315782,8.373565696544714e-16,-439981085696388.9,0.0,450,time_observed,fine_positive,DPA,-0.36842105263157987,-0.36842105263157654,0.0
Information Commissioner of the Republic of Slovenia,-1.5254008073513283e-15,1.625882358512152e-15,-0.9381987567336824,0.3481422771911985,450,time_observed,fine_positive,DPA,-4.712130230035146e-15,1.6613286153324895e-15,0.36129278070381404
Information Commissioner's Office,0.633333333333334,6.075435990267668e-16,1042449191050453.2,0.0,450,time_observed,fine_positive,DPA,0.6333333333333327,0.6333333333333352,0.0
Integritetsskyddsmyndigheten,-0.03921568627450904,7.998881258640006e-16,-49026463834739.57,0.0,450,time_observed,fine_positive,DPA,-0.03921568627451061,-0.03921568627450747,0.0
Integritetsskyddsmyndigheten (IMY),-0.46107784431137727,3.053465151116176e-17,-1.5100150861156318e+16,0.0,450,time_observed,fine_positive,DPA,-0.4610778443113773,-0.4610778443113772,0.0
Integrity Protection Authority,1.2002125933726996e-16,1.2792732720646821e-16,0.938198756732889,0.3481422771916063,450,time_observed,fine_positive,DPA,-1.307163019874077e-16,3.7075882066194763e-16,0.36129278070381404
National Authority for Data Protection and Freedom of Information,0.30303030303030215,9.62462790406484e-16,314848850314848.1,0.0,450,time_observed,fine_positive,DPA,0.30303030303030026,0.30303030303030404,0.0
National Commission for Data Protection,0.5000000000000006,4.662205076464421e-16,1072453896384959.4,0.0,450,time_observed,fine_positive,DPA,0.49999999999999967,0.5000000000000014,0.0
National Commission for Informatics and Freedoms,0.49999999999999994,4.3708172591995124e-17,1.143950822806927e+16,0.0,450,time_observed,fine_positive,DPA,0.49999999999999983,0.5,0.0
National Commission for Information Technology and Civil Liberties,-1.513593307886478e-16,1.6132970727396744e-16,-0.9381987567336987,0.3481422771911903,450,time_observed,fine_positive,DPA,-4.67565557045624e-16,1.648468954683284e-16,0.36129278070381404
National Commission for Information Technology and Freedoms,0.5000000000000016,1.6442280498676061e-15,304094070187077.6,0.0,450,time_observed,fine_positive,DPA,0.49999999999999833,0.5000000000000048,0.0
National Commission for Information Technology and Liberties,-0.25000000000000083,8.714316910500922e-16,-286884218886675.94,0.0,450,time_observed,fine_positive,DPA,-0.25000000000000255,-0.2499999999999991,0.0
National Data Protection and Freedom of Information Authority,0.07382550335570458,4.302370456479334e-17,1715926234211746.8,0.0,450,time_observed,fine_positive,DPA,0.0738255033557045,0.07382550335570466,0.0
National Supervisory Authority,1.0580901999596732e-15,1.1209737740746333e-15,0.943902724961723,0.3452193594120997,450,time_observed,fine_positive,DPA,-1.139018397226608e-15,3.2551987971459544e-15,0.36129278070381404
National Supervisory Authority for Personal Data Processing,9.728760463905496e-16,1.0369615600191038e-15,0.9381987567336889,0.3481422771911953,450,time_observed,fine_positive,DPA,-1.0595686112468935e-15,3.0053207040279928e-15,0.36129278070381404
Norwegian Data Protection Authority,-0.17543859649122753,6.21116136831614e-16,-282456993286570.06,0.0,450,time_observed,fine_positive,DPA,-0.17543859649122875,-0.1754385964912263,0.0
Personal Data Protection Authority,0.33333333333333376,4.288349009011931e-16,777299918063656.8,0.0,450,time_observed,fine_positive,DPA,0.3333333333333329,0.3333333333333346,0.0
Persónuvernd,-0.2908255046971818,1.425779285826176e-16,-2039765253909277.8,0.0,450,time_observed,fine_positive,DPA,-0.2908255046971821,-0.29082550469718155,0.0
President of the Office for Personal Data Protection,0.21221864951768582,9.444338257789628e-16,224704625909231.16,0.0,450,time_observed,fine_positive,DPA,0.21221864951768396,0.21221864951768768,0.0
President of the Personal Data Protection Office,0.5953488372093027,3.4153362769449157e-16,1743163158568542.8,0.0,450,time_observed,fine_positive,DPA,0.595348837209302,0.5953488372093033,0.0
President of the Personal Data Protection Office (UODO),0.7113402061855673,2.5233584176740276e-16,2819021670497621.5,0.0,450,time_observed,fine_positive,DPA,0.7113402061855668,0.7113402061855677,0.0
Privacy Board,-0.4137931034482749,1.055024855665438e-15,-392211710677927.44,0.0,450,time_observed,fine_positive,DPA,-0.41379310344827697,-0.41379310344827286,0.0
Privacy Policy Board,0.5000000000000019,1.92315959404157e-15,259988823366051.97,0.0,450,time_observed,fine_positive,DPA,0.4999999999999981,0.5000000000000057,0.0
Spanish Agency for Data Protection,0.4480874316939885,6.200350603740454e-16,722680797153104.6,0.0,450,time_observed,fine_positive,DPA,0.4480874316939873,0.44808743169398974,0.0
Spanish Data Protection Agency,0.05251618291919047,7.935191810035812e-16,66181365462107.79,0.0,450,time_observed,fine_positive,DPA,0.052516182919188914,0.05251618291919202,0.0
Swedish Authority for Privacy Protection (IMY),-0.3333333333333323,1.1558383418734705e-15,-288390963733769.5,0.0,450,time_observed,fine_positive,DPA,-0.3333333333333346,-0.33333333333333004,0.0
Swedish Data Protection Authority,2.2727906153212465e-16,2.4225043989972923e-16,0.938198756733728,0.3481422771911752,450,time_observed,fine_positive,DPA,-2.4753180067134466e-16,7.02089923735594e-16,0.36129278070381404
The Data Protection Authority,-0.4774774774774775,5.355235560804931e-17,-8916087295433725.0,0.0,450,time_observed,fine_positive,DPA,-0.4774774774774776,-0.4774774774774774,0.0
