dataset,level,stratum,outcome,pair,quantile,qa,qb,diff
time_observed,RiskBand,3,fine_log1p,IT vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SI,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SI,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SI,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,IT vs SI,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs RO,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs RO,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs RO,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs RO,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SI,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SI,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SI,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,NO vs SI,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SI,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SI,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SI,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,RO vs SI,0.9,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,SE vs SI,0.25,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,SE vs SI,0.5,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,SE vs SI,0.75,0.0,0.0,0.0
time_observed,RiskBand,3,fine_log1p,SE vs SI,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs FR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs FR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs FR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs FR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs GR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs GR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs GR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs GR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,ES vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs GR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs GR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs GR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs GR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,FR vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,GR vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,HU vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IS vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,IT vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NL vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NO vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NO vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NO vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_positive,NO vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs FR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs FR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs FR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs FR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs GR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs GR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs GR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs GR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,ES vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs GR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs GR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs GR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs GR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,FR vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs HU,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs HU,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,GR vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IS,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IS,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IS,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IS,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,HU vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs IT,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs IT,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs IT,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs IT,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IS vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NL,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NL,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NL,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NL,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,IT vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs NO,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs NO,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs NO,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs NO,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NL vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NO vs SE,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NO vs SE,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NO vs SE,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_eur,NO vs SE,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs FR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs FR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs FR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs FR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs GR,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs GR,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs GR,0.75,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs GR,0.9,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs HU,0.25,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs HU,0.5,0.0,0.0,0.0
time_observed,RiskBand,4,fine_log1p,ES vs HU,0.75,0.0,0.0,0.0
