feature,source,kind,origin,dtype,observed_rate,nonzero_rate,variance,min,max
mitigating_factors__PREVIOUS_INFRINGEMENTS,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.012096774193548387,0.011962501220663386,0.0,1.0
mitigating_factors__TECHNICAL_ORGANIZATIONAL_MEASURES,long:mitigating_factors,binary,mitigating_factors,float64,1.0,0.007056451612903226,0.007013728394258002,0.0,1.0
n_corrective_measures,wide,numeric,n_corrective_measures,int64,1.0,0.6461693548387096,1.4094593274958498,0.0,7.0
n_principles_discussed,wide,numeric,n_principles_discussed,int64,1.0,0.6723790322580645,1.762035741024055,0.0,7.0
n_principles_violated,wide,numeric,n_principles_violated,int64,1.0,0.5060483870967742,0.830441717392012,0.0,5.0
q30_discussed_exclusivity_conflict,wide,numeric,q30_discussed_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q30_discussed_known__ACCOUNTABILITY,wide_categorical,binary,q30_discussed_known,int8,1.0,0.03024193548387097,0.029356954526219857,0.0,1.0
"q30_discussed_known__ACCOUNTABILITY,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q30_discussed_known__ACCURACY,wide_categorical,binary,q30_discussed_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q30_discussed_known__ACCURACY,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0030241935483870967,0.003018090231437779,0.0,1.0
"q30_discussed_known__ACCURACY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
q30_discussed_known__DATA_MINIMISATION,wide_categorical,binary,q30_discussed_known,int8,1.0,0.034274193548387094,0.03313287327886461,0.0,1.0
"q30_discussed_known__DATA_MINIMISATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__DATA_MINIMISATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.005040322580645161,0.005019978190814103,0.0,1.0
"q30_discussed_known__DATA_MINIMISATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,wide_categorical,binary,q30_discussed_known,int8,1.0,0.13608870967741934,0.1176872090752254,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,DATA_MINIMISATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.014112903225806451,0.013927769278343799,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.005040322580645161,0.005019978190814103,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.007056451612903226,0.007013728394258001,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.020161290322580645,0.0197747469157905,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.02217741935483871,0.021707463949741216,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.017137096774193547,0.016860413072491132,0.0,1.0
"q30_discussed_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.006048387096774193,0.006017870512027605,0.0,1.0
q30_discussed_known__NONE_DISCUSSED,wide_categorical,binary,q30_discussed_known,int8,1.0,0.08366935483870967,0.0767461589791999,0.0,1.0
q30_discussed_known__PURPOSE_LIMITATION,wide_categorical,binary,q30_discussed_known,int8,1.0,0.011088709677419355,0.010976815533348526,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.004032258064516129,0.004020051430617494,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.012096774193548387,0.011962501220663384,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,SECURITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0030241935483870967,0.00301809023143778,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.01310483870967742,0.012946152468995149,0.0,1.0
"q30_discussed_known__PURPOSE_LIMITATION,STORAGE_LIMITATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
q30_discussed_known__SECURITY,wide_categorical,binary,q30_discussed_known,int8,1.0,0.1350806451612903,0.1169517593828326,0.0,1.0
"q30_discussed_known__SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.04939516129032258,0.04700266104618989,0.0,1.0
"q30_discussed_known__SECURITY,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q30_discussed_known__SECURITY,STORAGE_LIMITATION,PURPOSE_LIMITATION",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q30_discussed_known__STORAGE_LIMITATION,wide_categorical,binary,q30_discussed_known,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
"q30_discussed_known__STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q30_discussed_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q30_discussed_status__DISCUSSED,status,binary,q30_discussed_status,int8,1.0,0.6028225806451613,0.2396691188437877,0.0,1.0
q30_discussed_status__NONE_DISCUSSED,status,binary,q30_discussed_status,int8,1.0,0.08366935483870967,0.0767461589791999,0.0,1.0
q30_discussed_status__NOT_MENTIONED,status,binary,q30_discussed_status,int8,1.0,0.31350806451612906,0.21543793333550343,0.0,1.0
q30_discussed_unknown__ACCESS,wide_categorical,binary,q30_discussed_unknown,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q30_discussed_unknown__INFORMATION_OBLIGATIONS,wide_categorical,binary,q30_discussed_unknown,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q30_discussed_unknown__NO,wide_categorical,binary,q30_discussed_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q30_discussed_unknown__NOT_DISCUSSED,wide_categorical,binary,q30_discussed_unknown,int8,1.0,0.009072580645161291,0.008999340841769477,0.0,1.0
q31_violated_exclusivity_conflict,wide,numeric,q31_violated_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q31_violated_known__ACCOUNTABILITY,wide_categorical,binary,q31_violated_known,int8,1.0,0.028225806451612902,0.027456788515998833,0.0,1.0
"q31_violated_known__ACCOUNTABILITY,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
q31_violated_known__ACCURACY,wide_categorical,binary,q31_violated_known,int8,1.0,0.006048387096774193,0.006017870512027603,0.0,1.0
"q31_violated_known__ACCURACY,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q31_violated_known__ACCURACY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.002014094593274957,0.0,1.0
q31_violated_known__DATA_MINIMISATION,wide_categorical,binary,q31_violated_known,int8,1.0,0.036290322580645164,0.03500862602128836,0.0,1.0
"q31_violated_known__DATA_MINIMISATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q31_violated_known__DATA_MINIMISATION,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q31_violated_known__DATA_MINIMISATION,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,wide_categorical,binary,q31_violated_known,int8,1.0,0.15423387096774194,0.13057741447218515,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,ACCURACY,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,DATA_MINIMISATION,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION",wide_categorical,binary,q31_violated_known,int8,1.0,0.010080645161290322,0.00998909540705055,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.004032258064516129,0.004020051430617492,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,PURPOSE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.01310483870967742,0.012946152468995149,0.0,1.0
"q31_violated_known__LAWFULNESS_FAIRNESS_TRANSPARENCY,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.011088709677419355,0.010976815533348524,0.0,1.0
q31_violated_known__NONE_VIOLATED,wide_categorical,binary,q31_violated_known,int8,1.0,0.12399193548387097,0.10872753979362651,0.0,1.0
q31_violated_known__NOT_DETERMINED,wide_categorical,binary,q31_violated_known,int8,1.0,0.028225806451612902,0.02745678851599883,0.0,1.0
q31_violated_known__PURPOSE_LIMITATION,wide_categorical,binary,q31_violated_known,int8,1.0,0.009072580645161291,0.008999340841769477,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,DATA_MINIMISATION",wide_categorical,binary,q31_violated_known,int8,1.0,0.005040322580645161,0.005019978190814102,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,DATA_MINIMISATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,DATA_MINIMISATION,ACCURACY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,DATA_MINIMISATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.008064516129032258,0.00800755183750529,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,DATA_MINIMISATION,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,SECURITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.006048387096774193,0.006017870512027605,0.0,1.0
"q31_violated_known__PURPOSE_LIMITATION,STORAGE_LIMITATION",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q31_violated_known__SECURITY,wide_categorical,binary,q31_violated_known,int8,1.0,0.13205645161290322,0.11473320367175546,0.0,1.0
"q31_violated_known__SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.04233870967741935,0.04058705771296506,0.0,1.0
"q31_violated_known__SECURITY,STORAGE_LIMITATION,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q31_violated_known__STORAGE_LIMITATION,wide_categorical,binary,q31_violated_known,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
"q31_violated_known__STORAGE_LIMITATION,SECURITY,ACCOUNTABILITY",wide_categorical,binary,q31_violated_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q31_violated_status__DISCUSSED,status,binary,q31_violated_status,int8,1.0,0.5161290322580645,0.2499918622440676,0.0,1.0
q31_violated_status__NONE_VIOLATED,status,binary,q31_violated_status,int8,1.0,0.12399193548387097,0.10872753979362651,0.0,1.0
q31_violated_status__NOT_DETERMINED,status,binary,q31_violated_status,int8,1.0,0.028225806451612902,0.02745678851599883,0.0,1.0
q31_violated_status__NOT_MENTIONED,status,binary,q31_violated_status,int8,1.0,0.3316532258064516,0.2218830360339833,0.0,1.0
q31_violated_unknown__ACCESS,wide_categorical,binary,q31_violated_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q31_violated_unknown__INFORMATION_OBLIGATIONS,wide_categorical,binary,q31_violated_unknown,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
q31_violated_unknown__NO,wide_categorical,binary,q31_violated_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q31_violated_unknown__NOT_DISCUSSED,wide_categorical,binary,q31_violated_unknown,int8,1.0,0.006048387096774193,0.006017870512027606,0.0,1.0
q32_bases_exclusivity_conflict,wide,numeric,q32_bases_exclusivity_conflict,int64,1.0,0.0,0.0,0.0,0.0
q32_bases_known__CONSENT,wide_categorical,binary,q32_bases_known,int8,1.0,0.07963709677419355,0.07336899026724392,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT",wide_categorical,binary,q32_bases_known,int8,1.0,0.03225806451612903,0.031248982780508458,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGAL_OBLIGATION",wide_categorical,binary,q32_bases_known,int8,1.0,0.006048387096774193,0.006017870512027604,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGAL_OBLIGATION,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.008064516129032258,0.00800755183750529,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGAL_OBLIGATION,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.0020161290322580645,0.0020140945932749584,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGAL_OBLIGATION,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.009072580645161291,0.008999340841769477,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.019153225806451613,0.018805336740340482,0.0,1.0
"q32_bases_known__CONSENT,CONTRACT,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.028225806451612902,0.02745678851599883,0.0,1.0
"q32_bases_known__CONSENT,LEGAL_OBLIGATION",wide_categorical,binary,q32_bases_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q32_bases_known__CONSENT,LEGAL_OBLIGATION,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q32_bases_known__CONSENT,LEGAL_OBLIGATION,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.004032258064516129,0.004020051430617493,0.0,1.0
"q32_bases_known__CONSENT,LEGAL_OBLIGATION,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q32_bases_known__CONSENT,LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
"q32_bases_known__CONSENT,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.04334677419354839,0.04150967579180365,0.0,1.0
"q32_bases_known__CONSENT,LEGITIMATE_INTERESTS,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.0020161290322580645,0.002014094593274958,0.0,1.0
"q32_bases_known__CONSENT,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q32_bases_known__CONSENT,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q32_bases_known__CONTRACT,wide_categorical,binary,q32_bases_known,int8,1.0,0.024193548387096774,0.023632043227759515,0.0,1.0
"q32_bases_known__CONTRACT,LEGAL_OBLIGATION",wide_categorical,binary,q32_bases_known,int8,1.0,0.0030241935483870967,0.0030180902314377793,0.0,1.0
"q32_bases_known__CONTRACT,LEGAL_OBLIGATION,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.004032258064516129,0.0040200514306174915,0.0,1.0
"q32_bases_known__CONTRACT,LEGAL_OBLIGATION,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.001008064516129032,0.0,1.0
"q32_bases_known__CONTRACT,LEGAL_OBLIGATION,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.007056451612903226,0.007013728394258002,0.0,1.0
"q32_bases_known__CONTRACT,LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.014112903225806451,0.013927769278343799,0.0,1.0
"q32_bases_known__CONTRACT,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.01310483870967742,0.012946152468995149,0.0,1.0
q32_bases_known__LEGAL_OBLIGATION,wide_categorical,binary,q32_bases_known,int8,1.0,0.012096774193548387,0.011962501220663384,0.0,1.0
"q32_bases_known__LEGAL_OBLIGATION,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.004032258064516129,0.004020051430617493,0.0,1.0
"q32_bases_known__LEGAL_OBLIGATION,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.006048387096774193,0.006017870512027603,0.0,1.0
"q32_bases_known__LEGAL_OBLIGATION,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0020161290322580645,0.0020140945932749575,0.0,1.0
"q32_bases_known__LEGAL_OBLIGATION,VITAL_INTERESTS,PUBLIC_TASK,LEGITIMATE_INTERESTS",wide_categorical,binary,q32_bases_known,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q32_bases_known__LEGITIMATE_INTERESTS,wide_categorical,binary,q32_bases_known,int8,1.0,0.04939516129032258,0.04700266104618989,0.0,1.0
"q32_bases_known__LEGITIMATE_INTERESTS,PUBLIC_TASK",wide_categorical,binary,q32_bases_known,int8,1.0,0.0030241935483870967,0.0030180902314377797,0.0,1.0
q32_bases_known__NONE_DISCUSSED,wide_categorical,binary,q32_bases_known,int8,1.0,0.10786290322580645,0.09632559975261222,0.0,1.0
q32_bases_known__PUBLIC_TASK,wide_categorical,binary,q32_bases_known,int8,1.0,0.010080645161290322,0.009989095407050551,0.0,1.0
q32_bases_status__DISCUSSED,status,binary,q32_bases_status,int8,1.0,0.6320564516129032,0.23279576673936395,0.0,1.0
q32_bases_status__NOT_APPLICABLE,status,binary,q32_bases_status,int8,1.0,0.05241935483870968,0.049721688747111095,0.0,1.0
q32_bases_status__NOT_MENTIONED,status,binary,q32_bases_status,int8,1.0,0.3155241935483871,0.21618660688128646,0.0,1.0
q32_bases_unknown__NO,wide_categorical,binary,q32_bases_unknown,int8,1.0,0.0010080645161290322,0.0010080645161290322,0.0,1.0
q32_bases_unknown__NOT_APPLICABLE,wide_categorical,binary,q32_bases_unknown,int8,1.0,0.05241935483870968,0.049721688747111095,0.0,1.0
q32_bases_unknown__NOT_DISCUSSED,wide_categorical,binary,q32_bases_unknown,int8,1.0,0.07963709677419355,0.07336899026724392,0.0,1.0
