pair_id,left_var,right_var,pair_type,level,level_order,n_available,group_n,group_pct,median,mean,median_log,mean_log,p25,p75,ratio_to_overall_median,zero_pct,missing_both,missing_left_only,missing_right_only
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,LEGITIMATE_INTERESTS,3,710,83,0.11690140845070422,10000.0,1330423.9638554223,9.210440366976515,7.998374632339619,740.0,63000.0,5.0,0.2289156626506024,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,"CONSENT,LEGITIMATE_INTERESTS",4,710,13,0.018309859154929577,5000.0,3247461.538461543,8.517393171418904,7.889091919308306,0.0,80000.0,2.5,0.3076923076923077,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,"CONSENT,CONTRACT",5,710,15,0.02112676056338028,4200.0,34160.0,8.343077871169381,6.552278150409577,0.0,35800.0,2.1,0.3333333333333333,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,CONSENT,6,710,77,0.10845070422535211,3000.0,2485333.76623377,8.006700845440367,7.118876245285396,0.0,60000.0,1.5,0.3246753246753247,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,LEGAL_OBLIGATION,7,710,12,0.016901408450704224,2100.0,224516.66666666666,7.548805333760175,5.9734643722406515,0.0,35000.0,1.05,0.4166666666666667,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,UNCLEAR,8,710,124,0.17464788732394365,1500.0,29718.548387096773,7.313886831633462,5.406652710044658,0.0,10000.0,0.75,0.4112903225806452,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,NONE_DISCUSSED,9,710,19,0.02676056338028169,300.0,140489.47368421053,5.707110264748875,5.07331051871981,0.0,6500.0,0.15,0.47368421052631576,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,NO_BASIS_CLAIMED,10,710,160,0.22535211267605634,0.0,32092.5,0.0,3.5698292797253997,0.0,3250.0,0.0,0.59375,11,143,11
fine_x_legalbasis,legal_bases_relied,fine_amount_eur_w,cat_num,PUBLIC_TASK,11,710,55,0.07746478873239436,0.0,115192.72727272728,0.0,1.9433392804419853,0.0,0.0,0.0,0.8363636363636363,11,143,11
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,__overall__,0,287,287,1.0,10000.0,1670925.5749128938,9.210440366976515,7.699963257270688,0.0,190000.0,1.0,0.31010452961672474,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2020-12,1,287,13,0.04529616724738676,550000.0,7135676.923076932,13.217675375388819,12.083975693661662,6000.0,4000000.0,55.0,0.07692307692307693,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2024-01,2,287,24,0.08362369337979095,110000.0,429604.1666666667,11.604095409991512,10.648584808810513,11500.0,262500.0,11.0,0.041666666666666664,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2021-12,3,287,14,0.04878048780487805,65500.0,2615642.8571428615,11.0791907762318,11.661137800084475,30000.0,270000.0,6.55,0.0,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2024-10,4,287,7,0.024390243902439025,50000.0,63742.857142857145,10.819798284210286,10.21931097419122,17500.0,90000.0,5.0,0.0,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2020-11,5,287,13,0.04529616724738676,40000.0,684076.9230769231,10.596659732783579,9.08440128071591,3000.0,800000.0,4.0,0.23076923076923078,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,OTHER,6,287,164,0.5714285714285714,5000.0,1418314.878048782,8.517393171418904,7.027212102866115,0.0,123000.0,0.5,0.36585365853658536,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2020-03,7,287,8,0.027874564459930314,4500.0,4815500.000000007,7.948038296082672,7.483943170551459,0.0,1306250.0,0.45,0.375,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2021-10,8,287,13,0.04529616724738676,1500.0,34730.769230769234,7.313886831633462,6.056354727119695,0.0,6000.0,0.15,0.3076923076923077,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2022-07,9,287,9,0.0313588850174216,1000.0,13444.444444444445,6.90875477931522,5.179180156857155,0.0,20000.0,0.1,0.4444444444444444,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2022-10,10,287,10,0.03484320557491289,1000.0,8300.0,3.8007011672918667,4.404616789259471,0.0,2750.0,0.1,0.5,18,566,4
fine_x_issuemonth,issue_month,fine_amount_eur_w,time_num,2023-06,11,287,12,0.041811846689895474,0.0,4895000.000000005,0.0,5.218140145540474,0.0,3225000.0,0.0,0.6666666666666666,18,566,4
fine_x_turnover,annual_turnover_eur_w,fine_amount_eur_w,num_num,__overall__,0,155,155,1.0,60000.0,2741571.154838713,11.002116507732017,10.408817453620342,4500.0,400000.0,1.0,0.09032258064516129,22,698,0
fine_x_turnover,annual_turnover_eur_w,fine_amount_eur_w,num_num,"(1273343500.0, 148250000000.0]",1,155,39,0.25161290322580643,2500000.0,9471582.282051295,14.731801689838349,14.38973423163947,210000.0,14000000.0,41.666666666666664,0.0,22,698,0
fine_x_turnover,annual_turnover_eur_w,fine_amount_eur_w,num_num,"(7764059.0, 1273343500.0]",2,155,38,0.24516129032258063,180000.0,1407030.0,12.100717685412471,12.39244489669056,70000.0,725000.0,3.0,0.0,22,698,0
fine_x_turnover,annual_turnover_eur_w,fine_amount_eur_w,num_num,"(-0.001, 7764059.0]",3,155,78,0.5032258064516129,4500.0,26726.666666666668,8.40584639013807,7.451976464140674,1200.0,20750.0,0.075,0.1794871794871795,22,698,0
